"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2010- 06- 03","1,103.50","1,097.00","1,105.25","1,090.75","2.03M","0.62%"
"2010- 06- 02","1,096.75","1,069.25","1,098.25","1,067.25","2.21M","2.55%"
"2010- 06- 01","1,069.50","1,088.50","1,096.00","1,068.50","2.59M","-1.75%"
"2010- 05- 28","1,088.50","1,100.25","1,106.75","1,083.25","2.37M","-1.14%"
"2010- 05- 27","1,101.00","1,060.00","1,103.00","1,055.50","2.61M","3.75%"
"2010- 05- 26","1,061.25","1,072.50","1,089.50","1,060.50","2.93M","-1.10%"
"2010- 05- 25","1,073.00","1,069.50","1,074.75","1,036.75","3.43M","0.19%"
"2010- 05- 24","1,071.00","1,085.50","1,088.75","1,070.00","2.23M","-1.24%"
"2010- 05- 21","1,084.50","1,069.25","1,088.75","1,051.25","4.02M","1.36%"
"2010- 05- 20","1,070.00","1,110.00","1,116.50","1,067.25","4.38M","-3.60%"
"2010- 05- 19","1,110.00","1,118.00","1,122.75","1,098.75","3.59M","-0.78%"
"2010- 05- 18","1,118.75","1,135.50","1,147.50","1,115.25","3.09M","-1.39%"
"2010- 05- 17","1,134.50","1,133.75","1,140.25","1,112.75","3.05M","-0.07%"
"2010- 05- 14","1,135.25","1,155.50","1,159.50","1,123.75","2.98M","-1.86%"
"2010- 05- 13","1,156.75","1,169.00","1,174.75","1,153.75","1.96M","-1.11%"
"2010- 05- 12","1,169.75","1,151.75","1,171.25","1,141.00","2.11M","1.52%"
"2010- 05- 11","1,152.25","1,156.00","1,169.00","1,140.50","2.66M","-0.37%"
"2010- 05- 10","1,156.50","1,125.25","1,162.00","1,121.50","3.64M","4.47%"
"2010- 05- 07","1,107.00","1,123.75","1,135.50","1,090.75","5.01M","-1.38%"
"2010- 05- 06","1,122.50","1,163.75","1,168.75","1,056.00","5.68M","-3.57%"
"2010- 05- 05","1,164.00","1,171.75","1,175.00","1,154.75","3.06M","-0.72%"
"2010- 05- 04","1,172.50","1,198.25","1,199.75","1,164.25","3.55M","-2.17%"
"2010- 05- 03","1,198.50","1,184.50","1,202.00","1,183.75","1.80M","1.27%"
"2010- 04- 30","1,183.50","1,205.50","1,208.00","1,182.75","2.90M","-1.80%"
"2010- 04- 29","1,205.25","1,190.00","1,206.25","1,188.00","1.98M","1.28%"
"2010- 04- 28","1,190.00","1,181.50","1,192.00","1,176.75","2.86M","0.76%"
"2010- 04- 27","1,181.00","1,207.75","1,210.00","1,177.50","3.59M","-2.26%"
"2010- 04- 26","1,208.25","1,211.25","1,216.75","1,207.50","1.62M","-0.33%"
"2010- 04- 23","1,212.25","1,201.25","1,213.75","1,197.50","1.86M","0.87%"
"2010- 04- 22","1,201.75","1,198.50","1,207.00","1,186.25","2.67M","0.10%"
"2010- 04- 21","1,200.50","1,205.00","1,209.50","1,195.00","2.17M","-0.41%"
"2010- 04- 20","1,205.50","1,195.75","1,205.75","1,194.00","1.53M","0.84%"
"2010- 04- 19","1,195.50","1,186.00","1,196.50","1,179.75","2.48M","0.44%"
"2010- 04- 16","1,190.25","1,208.00","1,208.50","1,182.75","3.58M","-1.51%"
"2010- 04- 15","1,208.50","1,206.50","1,210.50","1,201.00","1.73M","0.17%"
"2010- 04- 14","1,206.50","1,195.50","1,207.25","1,194.50","1.73M","1.13%"
"2010- 04- 13","1,193.00","1,192.25","1,195.75","1,185.00","1.55M","0.04%"
"2010- 04- 12","1,192.50","1,194.75","1,198.50","1,190.75","1.25M","0.00%"
"2010- 04- 09","1,192.50","1,183.50","1,193.00","1,183.00","1.45M","0.74%"
"2010- 04- 08","1,183.75","1,178.50","1,185.00","1,171.00","1.91M","0.40%"
"2010- 04- 07","1,179.00","1,185.75","1,186.25","1,173.25","2.17M","-0.57%"
"2010- 04- 06","1,185.75","1,183.00","1,188.00","1,177.25","1.40M","0.23%"
"2010- 04- 05","1,183.00","1,178.75","1,183.75","1,174.50","1.03M","0.79%"
"2010- 04- 02","1,173.75","1,173.50","1,178.75","1,170.25","","0.00%"
"2010- 04- 01","1,173.75","1,167.00","1,177.50","1,165.75","1.94M","0.73%"
"2010- 03- 31","1,165.25","1,169.00","1,170.50","1,161.25","2.11M","-0.36%"
"2010- 03- 30","1,169.50","1,168.50","1,173.75","1,164.25","1.64M","0.06%"
"2010- 03- 29","1,168.75","1,164.75","1,171.00","1,164.00","1.45M","0.45%"
"2010- 03- 26","1,163.50","1,162.25","1,169.75","1,156.50","2.16M","0.06%"
"2010- 03- 25","1,162.75","1,164.25","1,176.50","1,160.25","2.36M","-0.15%"
"2010- 03- 24","1,164.50","1,169.25","1,170.00","1,161.00","1.99M","-0.43%"
"2010- 03- 23","1,169.50","1,161.75","1,170.50","1,159.00","1.86M","0.65%"
"2010- 03- 22","1,162.00","1,153.25","1,163.25","1,146.75","1.92M","-0.93%"
"2010- 03- 19","1,172.95","1,166.25","1,170.00","1,164.75","58.07K","0.60%"
"2010- 03- 18","1,166.00","1,165.25","1,169.25","1,161.00","323.11K","0.02%"
"2010- 03- 17","1,165.75","1,159.50","1,170.00","1,158.75","382.98K","0.54%"
"2010- 03- 16","1,159.50","1,150.25","1,160.50","1,149.00","534.35K","0.80%"
"2010- 03- 15","1,150.25","1,151.00","1,151.00","1,141.25","542.82K","-0.09%"
"2010- 03- 12","1,151.25","1,150.75","1,159.50","1,146.75","542.22K","0.07%"
"2010- 03- 11","1,150.50","1,145.25","1,151.00","1,138.50","1.64M","0.41%"
"2010- 03- 10","1,145.75","1,140.00","1,148.00","1,137.75","2.11M","0.46%"
"2010- 03- 09","1,140.50","1,137.25","1,145.25","1,131.50","1.76M","0.31%"
"2010- 03- 08","1,137.00","1,136.25","1,140.50","1,135.00","1.18M","0.04%"
"2010- 03- 05","1,136.50","1,122.00","1,138.75","1,121.50","1.87M","1.27%"
"2010- 03- 04","1,122.25","1,118.25","1,123.50","1,114.00","1.49M","0.34%"
"2010- 03- 03","1,118.50","1,117.50","1,125.00","1,115.00","1.58M","0.09%"
"2010- 03- 02","1,117.50","1,114.25","1,122.75","1,112.75","1.50M","0.27%"
"2010- 03- 01","1,114.50","1,105.50","1,115.50","1,104.25","1.62M","1.00%"
"2010- 02- 26","1,103.50","1,102.00","1,107.75","1,096.25","1.94M","0.11%"
"2010- 02- 25","1,102.25","1,103.00","1,103.50","1,084.50","2.70M","-0.11%"
"2010- 02- 24","1,103.50","1,096.75","1,105.50","1,092.50","1.88M","0.57%"
"2010- 02- 23","1,097.25","1,107.00","1,112.75","1,090.25","2.22M","-0.93%"
"2010- 02- 22","1,107.50","1,106.00","1,112.75","1,103.50","1.32M","0.11%"
"2010- 02- 19","1,106.25","1,105.50","1,111.00","1,092.50","2.10M","0.07%"
"2010- 02- 18","1,105.50","1,099.75","1,106.75","1,093.00","1.83M","0.55%"
"2010- 02- 17","1,099.50","1,093.25","1,100.00","1,092.50","1.67M","0.57%"
"2010- 02- 16","1,093.25","1,077.50","1,094.00","1,073.50","1.76M","1.32%"
"2010- 02- 12","1,079.00","1,076.25","1,079.75","1,060.00","2.75M","0.22%"
"2010- 02- 11","1,076.60","1,063.50","1,078.00","1,057.50","2.26M","1.26%"
"2010- 02- 10","1,063.25","1,066.50","1,072.50","1,056.25","2.20M","-0.28%"
"2010- 02- 09","1,066.25","1,055.50","1,077.00","1,054.00","3.01M","0.97%"
"2010- 02- 08","1,056.00","1,062.00","1,068.50","1,053.00","2.06M","-0.35%"
"2010- 02- 05","1,059.75","1,061.75","1,065.00","1,040.75","3.98M","-0.19%"
"2010- 02- 04","1,061.75","1,096.25","1,098.25","1,059.25","3.30M","-3.17%"
"2010- 02- 03","1,096.50","1,097.00","1,100.25","1,090.50","1.88M","-0.07%"
"2010- 02- 02","1,097.25","1,086.00","1,101.50","1,082.00","2.10M","1.01%"
"2010- 02- 01","1,086.25","1,070.00","1,086.50","1,068.00","1.90M","1.47%"
"2010- 01- 29","1,070.50","1,081.00","1,093.25","1,066.50","3.07M","-0.81%"
"2010- 01- 28","1,079.25","1,094.50","1,103.50","1,074.25","3.05M","-1.39%"
"2010- 01- 27","1,094.50","1,087.50","1,096.25","1,078.50","2.63M","0.67%"
"2010- 01- 26","1,087.25","1,094.00","1,100.00","1,081.00","2.45M","-0.48%"
"2010- 01- 25","1,092.50","1,094.00","1,103.00","1,089.75","2.08M","0.14%"
"2010- 01- 22","1,091.00","1,109.75","1,115.75","1,086.25","3.54M","-1.80%"
"2010- 01- 21","1,111.00","1,134.50","1,139.25","1,110.25","3.44M","-2.03%"
"2010- 01- 20","1,134.00","1,145.00","1,146.50","1,125.25","2.39M","-1.03%"
"2010- 01- 19","1,145.75","1,131.75","1,147.00","1,126.25","1.93M","1.19%"
"2010- 01- 15","1,132.25","1,146.75","1,147.25","1,127.50","2.06M","-1.14%"
"2010- 01- 14","1,145.25","1,141.50","1,147.00","1,138.25","1.36M","0.33%"
"2010- 01- 13","1,141.50","1,134.25","1,145.25","1,129.25","2.13M","0.66%"
"2010- 01- 12","1,134.00","1,141.25","1,143.00","1,127.75","2.12M","-0.74%"
"2010- 01- 11","1,142.50","1,141.75","1,148.00","1,137.75","1.46M","0.09%"
"2010- 01- 08","1,141.50","1,137.25","1,141.75","1,131.00","1.53M","0.35%"
"2010- 01- 07","1,137.50","1,133.00","1,138.75","1,127.00","1.57M","0.40%"
"2010- 01- 06","1,133.00","1,131.50","1,135.50","1,127.25","1.26M","0.07%"
"2010- 01- 05","1,132.25","1,128.25","1,133.00","1,125.00","1.38M","0.31%"
"2010- 01- 04","1,128.75","1,113.75","1,129.75","1,113.25","1.29M","1.62%"
"2009- 12- 31","1,110.75","1,121.75","1,125.25","1,109.75","638.86K","-1.00%"
"2009- 12- 30","1,122.00","1,121.25","1,122.50","1,113.00","596.89K","0.02%"
"2009- 12- 29","1,121.75","1,122.75","1,128.50","1,120.50","579.34K","-0.11%"
"2009- 12- 28","1,123.00","1,120.50","1,126.25","1,117.50","474.29K","0.09%"
"2009- 12- 24","1,122.00","1,115.25","1,122.50","1,114.75","248.98K","0.58%"
"2009- 12- 23","1,115.50","1,113.25","1,120.00","1,111.25","727.76K","0.18%"
"2009- 12- 22","1,113.50","1,108.00","1,115.75","1,107.25","930.91K","0.47%"
"2009- 12- 21","1,108.25","1,098.75","1,113.25","1,096.50","1.16M","0.53%"
"2009- 12- 18","1,102.38","1,099.25","1,107.50","1,098.50","58.32K","0.31%"
"2009- 12- 17","1,099.00","1,110.25","1,111.00","1,095.75","346.53K","-1.04%"
"2009- 12- 16","1,110.50","1,108.50","1,116.75","1,107.75","401.78K","0.16%"
"2009- 12- 15","1,108.75","1,112.75","1,115.75","1,105.25","629.38K","-0.43%"
"2009- 12- 14","1,113.50","1,107.50","1,118.00","1,104.50","757.74K","0.50%"
"2009- 12- 11","1,108.00","1,102.50","1,110.50","1,101.25","798.58K","0.54%"
"2009- 12- 10","1,102.00","1,095.00","1,106.25","1,092.50","1.33M","0.59%"
"2009- 12- 09","1,095.50","1,090.00","1,097.50","1,085.00","2.24M","0.50%"
"2009- 12- 08","1,090.00","1,104.75","1,107.50","1,087.75","2.25M","-1.25%"
"2009- 12- 07","1,103.75","1,108.00","1,110.75","1,098.75","1.57M","-0.38%"
"2009- 12- 04","1,108.00","1,097.75","1,119.00","1,095.25","2.93M","0.91%"
"2009- 12- 03","1,098.00","1,107.75","1,117.00","1,097.50","2.05M","-0.90%"
"2009- 12- 02","1,108.00","1,108.25","1,115.50","1,104.25","1.67M","-0.05%"
"2009- 12- 01","1,108.50","1,092.75","1,111.75","1,092.25","1.84M","1.26%"
"2009- 11- 30","1,094.75","1,091.50","1,098.00","1,084.50","2.02M","0.48%"
"2009- 11- 27","1,089.50","1,108.75","1,111.25","1,067.00","1.70M","-1.76%"
"2009- 11- 25","1,109.00","1,103.25","1,111.25","1,102.25","1.08M","0.54%"
"2009- 11- 24","1,103.00","1,103.00","1,111.50","1,089.00","1.58M","-0.07%"
"2009- 11- 23","1,103.75","1,089.75","1,111.50","1,089.00","1.55M","1.26%"
"2009- 11- 20","1,090.00","1,094.00","1,095.00","1,083.50","1.45M","-0.39%"
"2009- 11- 19","1,094.25","1,108.50","1,109.50","1,086.50","2.05M","-1.29%"
"2009- 11- 18","1,108.50","1,107.50","1,110.75","1,100.75","1.48M","0.09%"
"2009- 11- 17","1,107.50","1,106.25","1,109.00","1,100.00","1.52M","0.11%"
"2009- 11- 16","1,106.25","1,092.00","1,112.25","1,091.00","1.99M","1.35%"
"2009- 11- 13","1,091.50","1,087.50","1,096.00","1,082.75","1.48M","0.39%"
"2009- 11- 12","1,087.25","1,096.00","1,101.00","1,082.50","2.02M","-0.82%"
"2009- 11- 11","1,096.25","1,091.75","1,103.25","1,091.25","1.80M","0.39%"
"2009- 11- 10","1,092.00","1,091.50","1,094.50","1,085.00","1.81M","0.02%"
"2009- 11- 09","1,091.75","1,065.75","1,092.00","1,065.00","1.83M","2.39%"
"2009- 11- 06","1,066.25","1,063.25","1,069.50","1,053.50","2.08M","0.28%"
"2009- 11- 05","1,063.25","1,046.75","1,064.00","1,039.00","1.95M","1.55%"
"2009- 11- 04","1,047.00","1,041.75","1,058.50","1,040.75","2.36M","0.50%"
"2009- 11- 03","1,041.75","1,039.25","1,044.00","1,026.50","2.32M","0.26%"
"2009- 11- 02","1,039.00","1,031.25","1,049.50","1,026.00","2.78M","0.58%"
"2009- 10- 30","1,033.00","1,061.25","1,062.75","1,029.50","3.38M","-2.68%"
"2009- 10- 29","1,061.50","1,038.75","1,064.00","1,037.25","2.30M","2.21%"
"2009- 10- 28","1,038.50","1,061.00","1,063.00","1,038.00","2.84M","-2.07%"
"2009- 10- 27","1,060.50","1,066.25","1,069.75","1,057.00","2.46M","-0.56%"
"2009- 10- 26","1,066.50","1,076.50","1,088.50","1,061.25","2.34M","-0.97%"
"2009- 10- 23","1,077.00","1,090.50","1,095.25","1,071.50","2.35M","-1.26%"
"2009- 10- 22","1,090.75","1,076.50","1,092.25","1,070.25","2.18M","1.18%"
"2009- 10- 21","1,078.00","1,089.00","1,098.50","1,072.50","2.42M","-1.06%"
"2009- 10- 20","1,089.50","1,089.75","1,099.00","1,082.00","1.99M","-0.14%"
"2009- 10- 19","1,091.00","1,080.25","1,096.75","1,076.25","1.56M","0.83%"
"2009- 10- 16","1,082.00","1,090.25","1,095.50","1,077.50","2.02M","-0.71%"
"2009- 10- 15","1,089.75","1,087.50","1,093.25","1,080.50","1.84M","0.18%"
"2009- 10- 14","1,087.75","1,072.75","1,089.75","1,072.75","1.97M","1.78%"
"2009- 10- 13","1,068.75","1,071.00","1,074.25","1,063.00","1.52M","-0.26%"
"2009- 10- 12","1,071.50","1,067.75","1,076.75","1,067.00","1.06M","0.33%"
"2009- 10- 09","1,068.00","1,063.25","1,068.50","1,058.50","1.33M","0.40%"
"2009- 10- 08","1,063.75","1,053.50","1,067.25","1,053.25","1.87M","0.97%"
"2009- 10- 07","1,053.50","1,048.25","1,054.75","1,045.25","1.69M","0.48%"
"2009- 10- 06","1,048.50","1,036.75","1,056.75","1,035.50","2.16M","1.16%"
"2009- 10- 05","1,036.50","1,021.75","1,038.50","1,019.50","1.68M","1.44%"
"2009- 10- 02","1,021.75","1,027.00","1,027.75","1,012.00","2.56M","-0.56%"
"2009- 10- 01","1,027.50","1,053.50","1,056.00","1,024.50","2.76M","-2.42%"
"2009- 09- 30","1,053.00","1,054.75","1,063.25","1,041.50","2.85M","-0.17%"
"2009- 09- 29","1,054.75","1,059.25","1,065.75","1,053.25","1.65M","-0.40%"
"2009- 09- 28","1,059.00","1,042.25","1,061.00","1,035.75","1.52M","1.73%"
"2009- 09- 25","1,041.00","1,044.00","1,049.50","1,036.25","1.89M","-0.31%"
"2009- 09- 24","1,044.25","1,058.50","1,064.00","1,041.00","2.32M","-1.39%"
"2009- 09- 23","1,059.00","1,067.25","1,075.75","1,055.25","2.13M","-0.77%"
"2009- 09- 22","1,067.25","1,060.00","1,069.25","1,059.50","1.41M","0.64%"
"2009- 09- 21","1,060.50","1,059.25","1,062.75","1,051.50","1.70M","-1.03%"
"2009- 09- 18","1,071.57","1,067.25","1,073.00","1,060.75","45.28K","0.38%"
"2009- 09- 17","1,067.50","1,067.75","1,076.50","1,061.00","345.00K","-0.05%"
"2009- 09- 16","1,068.00","1,050.25","1,068.75","1,048.75","431.77K","1.69%"
"2009- 09- 15","1,050.25","1,047.50","1,056.50","1,042.75","610.39K","0.21%"
"2009- 09- 14","1,048.00","1,040.50","1,049.75","1,030.00","640.19K","0.62%"
"2009- 09- 11","1,041.50","1,041.25","1,048.25","1,038.00","827.07K","-0.02%"
"2009- 09- 10","1,041.75","1,032.50","1,044.00","1,027.50","1.45M","0.90%"
"2009- 09- 09","1,032.50","1,024.50","1,036.25","1,018.75","2.09M","0.73%"
"2009- 09- 08","1,025.00","1,013.50","1,027.00","1,012.25","1.53M","1.08%"
"2009- 09- 04","1,014.00","1,001.50","1,016.25","1,000.00","1.63M","1.22%"
"2009- 09- 03","1,001.75","994.00","1,004.25","991.25","1.40M","0.75%"
"2009- 09- 02","994.25","996.25","1,001.00","991.00","1.92M","-0.23%"
"2009- 09- 01","996.50","1,021.00","1,027.75","995.25","3.21M","-2.28%"
"2009- 08- 31","1,019.75","1,026.50","1,031.00","1,013.25","1.65M","-0.75%"
"2009- 08- 28","1,027.50","1,029.25","1,038.75","1,022.00","1.57M","-0.17%"
"2009- 08- 27","1,029.25","1,026.25","1,032.75","1,014.75","2.07M","0.24%"
"2009- 08- 26","1,026.75","1,025.75","1,032.00","1,020.25","1.89M","0.07%"
"2009- 08- 25","1,026.00","1,024.25","1,038.00","1,018.25","2.07M","0.15%"
"2009- 08- 24","1,024.50","1,025.00","1,035.00","1,021.25","1.73M","-0.07%"
"2009- 08- 21","1,025.25","1,004.50","1,027.00","996.50","1.93M","2.04%"
"2009- 08- 20","1,004.75","996.75","1,007.75","994.25","1.64M","0.78%"
"2009- 08- 19","997.00","989.50","998.75","976.75","2.13M","0.76%"
"2009- 08- 18","989.50","978.25","990.00","976.25","1.75M","1.15%"
"2009- 08- 17","978.25","1,004.25","1,004.25","975.50","2.20M","-2.73%"
"2009- 08- 14","1,005.75","1,013.00","1,015.75","992.25","1.84M","-0.76%"
"2009- 08- 13","1,013.50","1,002.25","1,015.25","998.00","1.83M","1.12%"
"2009- 08- 12","1,002.25","992.50","1,011.25","985.75","2.04M","0.93%"
"2009- 08- 11","993.00","1,007.00","1,010.75","990.00","1.61M","-1.44%"
"2009- 08- 10","1,007.50","1,005.75","1,007.75","998.25","1.19M","0.10%"
"2009- 08- 07","1,006.50","994.75","1,016.00","990.00","1.98M","1.16%"
"2009- 08- 06","995.00","1,000.25","1,007.75","989.75","1.73M","-0.57%"
"2009- 08- 05","1,000.75","1,004.50","1,006.50","991.25","1.86M","-0.40%"
"2009- 08- 04","1,004.75","1,000.25","1,005.00","992.00","1.87M","0.40%"
"2009- 08- 03","1,000.75","982.75","1,001.25","982.00","1.75M","1.65%"
"2009- 07- 31","984.50","982.25","990.50","978.25","2.08M","0.23%"
"2009- 07- 30","982.25","974.00","994.00","973.50","2.20M","0.74%"
"2009- 07- 29","975.00","975.25","976.00","964.00","1.87M","-0.10%"
"2009- 07- 28","976.00","978.50","981.50","966.00","1.93M","-0.41%"
"2009- 07- 27","980.00","977.00","984.00","969.00","1.52M","0.23%"
"2009- 07- 24","977.75","965.00","979.00","962.50","1.68M","0.90%"
"2009- 07- 23","969.00","950.25","976.50","948.75","2.30M","2.05%"
"2009- 07- 22","949.50","951.75","956.75","943.50","2.05M","-0.42%"
"2009- 07- 21","953.50","947.75","956.25","939.50","1.89M","0.47%"
"2009- 07- 20","949.00","937.00","949.25","933.75","1.57M","1.28%"
"2009- 07- 17","937.00","935.25","938.75","928.00","1.53M","0.13%"
"2009- 07- 16","935.75","925.75","940.75","921.00","2.19M","0.92%"
"2009- 07- 15","927.25","906.75","930.75","906.50","2.19M","2.86%"
"2009- 07- 14","901.50","895.50","904.00","892.50","2.01M","0.67%"
"2009- 07- 13","895.50","874.75","897.75","865.50","2.05M","2.43%"
"2009- 07- 10","874.25","878.75","880.25","868.75","1.83M","-0.54%"
"2009- 07- 09","879.00","874.00","884.50","873.75","1.78M","0.60%"
"2009- 07- 08","873.75","879.50","883.50","865.25","2.50M","-0.63%"
"2009- 07- 07","879.25","895.75","898.25","875.25","1.93M","-1.81%"
"2009- 07- 06","895.50","892.00","896.25","882.00","1.74M","0.25%"
"2009- 07- 02","893.25","919.25","919.75","892.75","1.85M","-2.83%"
"2009- 07- 01","919.25","915.75","928.25","913.50","1.53M","0.41%"
"2009- 06- 30","915.50","921.50","926.25","908.25","2.06M","-0.62%"
"2009- 06- 29","921.25","913.00","924.00","907.25","1.35M","0.79%"
"2009- 06- 26","914.00","917.00","919.00","908.50","1.41M","-0.27%"
"2009- 06- 25","916.50","898.00","917.75","891.00","2.28M","2.06%"
"2009- 06- 24","898.00","890.50","906.50","888.25","1.75M","0.87%"
"2009- 06- 23","890.25","888.75","894.50","884.25","1.83M","0.20%"
"2009- 06- 22","888.50","914.50","919.25","887.75","2.04M","-4.07%"
"2009- 06- 19","926.15","917.25","927.25","916.25","40.08K","0.92%"
"2009- 06- 18","917.75","910.25","922.00","907.50","308.17K","0.88%"
"2009- 06- 17","909.75","912.50","918.50","903.50","398.54K","-0.25%"
"2009- 06- 16","912.00","923.75","928.75","910.75","651.37K","-1.25%"
"2009- 06- 15","923.50","942.75","942.75","919.25","747.40K","-2.25%"
"2009- 06- 12","944.75","941.00","946.75","935.25","761.32K","0.29%"
"2009- 06- 11","942.00","939.75","956.50","936.75","1.57M","0.16%"
"2009- 06- 10","940.50","939.25","955.00","927.00","2.64M","0.11%"
"2009- 06- 09","939.50","938.75","947.00","934.25","1.93M","0.08%"
"2009- 06- 08","938.75","939.50","946.50","925.50","1.98M","-0.19%"
"2009- 06- 05","940.50","941.00","957.50","933.25","2.40M","0.00%"
"2009- 06- 04","940.50","931.00","942.00","928.00","1.79M","0.94%"
"2009- 06- 03","931.75","942.75","945.75","922.50","1.98M","-1.14%"
"2009- 06- 02","942.50","939.00","949.00","934.50","1.95M","0.37%"
"2009- 06- 01","939.00","920.25","947.25","916.50","2.20M","2.29%"
"2009- 05- 29","918.00","905.00","927.75","902.25","2.01M","1.44%"
"2009- 05- 28","905.00","892.25","908.75","886.25","2.69M","1.40%"
"2009- 05- 27","892.50","908.00","914.00","890.50","2.40M","-1.79%"
"2009- 05- 26","908.75","885.00","911.00","876.75","2.59M","2.68%"
"2009- 05- 22","885.00","888.75","896.00","882.00","1.65M","-0.42%"
"2009- 05- 21","888.75","900.00","901.00","877.75","2.39M","-1.25%"
"2009- 05- 20","900.00","905.75","923.50","899.25","2.78M","-0.72%"
"2009- 05- 19","906.50","907.75","915.75","903.50","1.98M","-0.06%"
"2009- 05- 18","907.00","882.25","908.75","875.25","1.93M","2.72%"
"2009- 05- 15","883.00","890.00","895.50","876.75","2.20M","-0.73%"
"2009- 05- 14","889.50","885.00","896.75","878.75","2.20M","0.48%"
"2009- 05- 13","885.25","907.50","911.25","880.00","2.46M","-2.37%"
"2009- 05- 12","906.75","908.75","915.25","894.00","2.53M","-0.25%"
"2009- 05- 11","909.00","921.00","923.00","905.75","2.06M","-1.70%"
"2009- 05- 08","924.75","907.25","927.75","903.00","2.64M","1.96%"
"2009- 05- 07","907.00","916.75","929.50","898.00","2.74M","-1.12%"
"2009- 05- 06","917.25","903.00","918.00","891.00","2.65M","1.52%"
"2009- 05- 05","903.50","902.75","905.00","893.50","2.00M","0.08%"
"2009- 05- 04","902.75","876.00","904.75","876.00","2.17M","3.05%"
"2009- 05- 01","876.00","866.00","878.25","862.50","1.80M","0.69%"
"2009- 04- 30","870.00","868.50","887.00","864.50","2.71M","0.12%"
"2009- 04- 29","869.00","850.25","879.25","849.25","2.42M","2.03%"
"2009- 04- 28","851.75","855.00","861.50","838.50","2.22M","-0.58%"
"2009- 04- 27","856.75","863.25","865.75","846.75","2.46M","-1.13%"
"2009- 04- 24","866.50","848.50","868.75","841.50","2.41M","2.09%"
"2009- 04- 23","848.75","836.00","850.00","831.25","2.49M","1.40%"
"2009- 04- 22","837.00","847.75","858.75","835.25","2.93M","-1.27%"
"2009- 04- 21","847.75","831.50","848.75","823.00","2.69M","1.77%"
"2009- 04- 20","833.00","865.50","865.50","828.75","2.22M","-3.89%"
"2009- 04- 17","866.75","861.50","872.00","853.75","1.87M","0.61%"
"2009- 04- 16","861.50","848.50","867.00","840.25","2.59M","1.53%"
"2009- 04- 15","848.50","837.75","850.50","831.50","2.18M","0.98%"
"2009- 04- 14","840.25","853.00","857.50","836.25","2.35M","-1.61%"
"2009- 04- 13","854.00","848.75","861.25","841.50","1.64M","0.18%"
"2009- 04- 09","852.50","823.25","854.50","822.25","2.08M","3.65%"
"2009- 04- 08","822.50","815.00","825.25","802.25","2.09M","1.04%"
"2009- 04- 07","814.00","831.00","833.75","810.75","2.10M","-1.99%"
"2009- 04- 06","830.50","840.00","848.00","818.75","2.00M","-1.19%"
"2009- 04- 03","840.50","835.25","844.50","822.75","2.17M","0.60%"
"2009- 04- 02","835.50","809.00","842.25","807.25","2.98M","3.24%"
"2009- 04- 01","809.25","790.50","810.25","779.00","2.61M","1.82%"
"2009- 03- 31","794.75","784.50","807.00","784.00","2.69M","1.34%"
"2009- 03- 30","784.25","812.50","815.25","775.50","2.26M","-3.89%"
"2009- 03- 27","816.00","826.75","830.00","809.50","2.21M","-1.36%"
"2009- 03- 26","827.25","807.50","830.50","807.25","2.73M","2.35%"
"2009- 03- 25","808.25","803.25","823.50","787.00","3.12M","0.59%"
"2009- 03- 24","803.50","818.00","821.00","765.50","2.43M","-1.68%"
"2009- 03- 23","817.25","766.75","821.00","765.50","2.92M","3.53%"
"2009- 03- 20","789.40","784.25","789.75","775.00","36.84K","0.66%"
"2009- 03- 19","784.25","794.50","805.50","781.50","380.78K","-1.41%"
"2009- 03- 18","795.50","779.00","804.00","765.50","561.49K","2.15%"
"2009- 03- 17","778.75","756.50","780.75","749.50","700.06K","2.84%"
"2009- 03- 16","757.25","754.75","774.75","750.00","827.06K","-0.07%"
"2009- 03- 13","757.75","750.75","761.25","742.25","1.08M","0.83%"
"2009- 03- 12","751.50","721.25","753.00","711.25","1.98M","4.30%"
"2009- 03- 11","720.50","715.75","732.50","712.00","3.21M","0.63%"
"2009- 03- 10","716.00","674.75","721.75","673.25","3.29M","5.92%"
"2009- 03- 09","676.00","688.75","694.75","670.75","2.72M","-1.71%"
"2009- 03- 06","687.75","686.25","699.25","665.75","3.33M","0.26%"
"2009- 03- 05","686.00","709.50","711.75","676.25","3.34M","-3.18%"
"2009- 03- 04","708.50","690.50","723.75","681.50","3.17M","2.76%"
"2009- 03- 03","689.50","705.00","715.25","688.75","3.13M","-2.27%"
"2009- 03- 02","705.50","731.25","733.75","698.75","2.89M","-3.92%"
